うわぁ, 16
、, 2998
すべて, 51
箱, 176
さん, 452
の, 2611
新しい, 48
アート, 8
は, 2344
すごく, 72
きれい, 24
ね, 1161
✨　, 2
イン, 14
スタ, 14
を, 1052
寂し, 3
がっ, 1
た, 1479
たくさん, 94
「, 465
いい, 229
👍, 1
」, 465
ありがとう, 173
ござい, 80
ます, 534
！, 2766
🥺, 12
アイコン, 3
かわいい, 24
です, 1294
😍, 17
あっ, 180
Undertale, 1
から, 445
テミ, 4
好き, 238
な, 840
キャラクター, 18
だ, 692
それ, 83
ゲーム, 23
か, 1042
？, 1000
調べ, 31
て, 1534
み, 62
これ, 60
はい, 155
僕, 235
友達, 97
グライムズ, 1
誕生, 10
日, 44
プレゼント, 6
だっ, 152
って, 333
怖い, 64
お, 311
話し, 32
が, 1664
今日, 25
ん, 621
えっ, 22
話, 47
ふり, 8
する, 139
だろう, 161
。, 1381
ちょっと, 45
変哲, 2
いいえ, 27
違う, 69
１０, 3
月, 18
１８, 2
昨年, 1
持つ, 8
で, 1165
も, 932
尋ね, 2
か〜, 11
笑, 1434
ピクミン, 21
や, 62
マリオ, 6
ほのぼの, 2
し, 529
しか, 30
やっ, 47
こと, 395
ない, 694
秋, 6
生まれ, 7
🍄🍁, 1
すごい, 63
一番, 29
よ, 514
✨, 29
と, 965
動物, 21
森, 5
ニンテン, 3
ドー, 3
見, 176
遊ば, 2
今, 139
欲しい, 38
空, 4
高く, 11
綺麗, 52
🍁, 3
どうぶつ, 1
私, 248
まし, 330
Wii, 2
時, 101
けど, 159
現実, 8
に, 1712
い, 179
たら, 164
な〜, 31
良かっ, 26
〜, 38
🍃, 2
　, 145
ピキミン, 1
小さい, 32
あちこち, 3
いる, 301
そう, 282
テレビ, 22
リモコン, 1
取っ, 7
くれ, 48
たり, 28
一緒, 21
菓子, 22
食べ, 61
Reacted, 9
to, 20
your, 9
story, 13
:, 31
🎉, 2
日本, 274
カシ, 2
彼女, 15
夫, 3
仙台, 7
住ん, 19
３, 10
訪ね, 5
本当, 51
とても, 143
たのしい, 1
かー, 5
3, 18
なら, 53
(°_°), 1
もし, 12
すれ違っ, 1
青, 8
風呂, 3
入れ, 14
🛀, 1
う, 3
そ〜, 1
黄色, 2
髪, 19
外国, 30
人, 333
多分, 81
その, 79
なぜ, 15
特別, 22
会え, 3
偶然, 4
金髪, 7
😳😳, 4
水, 8
強い, 13
他, 25
弱い, 3
不思議, 17
思い, 125
😊, 32
あぁ, 2
ぁ, 13
分かる, 44
アメリカ, 158
有名, 11
じゃ, 189
少し, 107
悲しい, 23
憧れ, 3
カッコ, 44
色々, 7
髪色, 5
カラフル, 2
イメージ, 33
🧑🏻, 1
‍, 3
🦰👩🏼, 1
🦳👨🏽, 1
🦱🧒, 1
歌, 38
流れ, 1
属性, 1
覚え, 22
やすかっ, 1
誰, 43
できる, 68
かっこ, 21
あぅ, 1
ある, 336
分かり, 21
クイズ, 6
やがて, 1
戻る, 8
だいたい, 2
黒, 6
新鮮, 6
感じ, 53
YouTube, 17
き, 75
😳, 53
待っ, 14
ね〜, 6
すみ, 69
ませ, 126
統計, 4
😅, 32
作っ, 40
語, 175
だめ, 9
ごめん, 69
もう, 44
一, 72
度, 32
後, 36
使っ, 63
あ, 83
なぞなぞ, 1
みたい, 152
英語, 119
refreshing, 1
言う, 20
らしい, 23
言葉, 67
英訳, 3
思う, 188
何, 144
例え, 3
世辞, 2
心, 26
暖かい, 3
必要, 73
伝わっ, 8
学校, 37
授業, 16
難しかっ, 4
😥, 5
母語, 1
話者, 2
難しい, 94
時々, 48
フランス, 13
ドイツ, 3
紛らわしい, 5
Back, 5
the, 10
Future, 5
chicken, 4
臆病, 2
者, 13
意味, 136
😂, 51
え, 47
楽しい, 97
単語, 53
鶏肉, 4
いつ, 154
ビクビク, 1
１０６６, 1
年, 37
イギリス, 9
打ち勝っ, 1
言語, 31
（, 65
よう, 149
）, 61
交え, 1
マーティ, 3
言っ, 65
ハリー, 12
ポッター, 13
聞い, 41
あり, 96
違い, 16
よく, 67
わから, 15
なかっ, 75
なるほど, 11
なん, 41
複雑, 4
難し, 3
分かっ, 8
見分ける, 1
家族, 28
中国, 6
同じ, 39
r, 2
パイレーツ, 1
arrrr, 1
ながら, 17
っ, 14
見え, 11
感覚, 6
🧐, 8
発音, 13
巻き舌, 1
は〜い, 6
正しい, 7
漢字, 25
とうとう, 9
愛, 9
聞き, 50
愉快, 4
ひらがな, 5
怖く, 5
R, 6
L, 6
舌, 2
歯茎, 1
つけれ, 1
ば, 44
回, 21
言わ, 22
れ, 71
😚, 20
せつない, 1
気持ち, 29
なり, 43
ぜんぜん, 2
大丈夫, 99
ラ, 1
ダ, 1
口, 15
上, 21
当たら, 2
当たる, 1
役, 5
立てれ, 1
幸い, 3
悲喜, 1
こもごも, 1
🌧️🌌, 1
柔らかい, 4
印象, 8
方, 65
考え, 32
てる, 166
聞く, 18
機会, 6
ら, 17
すれ, 2
pebble, 4
すき, 6
悲しく, 2
赤, 3
火, 11
♫, 1
やつ, 5
種, 2
うた, 1
題名, 1
説明, 14
でき, 80
愛用, 1
リスト, 15
中, 51
そうそう, 36
歌詞, 17
見つける, 10
音楽, 30
スーパーマリオギャラクシー, 1
ん〜, 1
何者, 1
オルゴール, 1
コピー, 3
鳥肌, 1
立つ, 2
音, 41
似, 22
🤔, 12
小石, 2
字, 7
並び, 1
気, 35
入っ, 14
使わ, 15
ギャラクシー, 2
懐かしい, 6
☺, 130
️, 166
平和, 5
コース, 1
でし, 49
聴く, 2
すごかっ, 1
演奏, 6
会, 4
行き, 18
たい, 176
なぁ, 85
部品, 3
もっと, 29
：, 21
stubble, 1
roster, 1
theatre, 1
どう, 62
ぞ〜, 1
観念, 2
ー, 22
完全, 4
7, 8
歳, 43
とき, 62
ちょくちょく, 1
遊ん, 5
9, 10
弟, 30
5, 6
妹, 7
遊ぶ, 3
すすめ, 54
切り株, 1
名簿, 1
劇場, 2
１, 11
つ, 47
💦, 2
😓, 5
昔, 9
ヒル, 197
兄, 4
ときどき, 11
まごつく, 1
せん, 2
こく, 1
思い出す, 7
かれ, 1
パス, 7
コン, 2
手伝っ, 7
長子, 1
～, 12
安心, 7
あの, 20
教え, 31
2, 33
兄弟, 4
👦🧒, 1
長男, 1
彼, 31
苦労, 2
姉妹, 3
18, 6
まで, 35
大きな, 11
読め, 4
多々, 1
いらっしゃる, 1
学生, 4
家, 51
すこし, 2
賑やか, 3
大学, 34
生, 25
専攻, 1
コンピューター, 2
科学, 4
💻, 1
プログラム, 4
先生, 5
楽し, 6
🥳, 12
大人, 22
社会, 5
思っ, 68
コーディング, 1
デザイン, 14
系, 5
毎日, 39
冒険, 6
仕事, 58
勝手, 6
ウェブ, 1
アプリケーション, 1
作れる, 3
年上, 2
あれ, 9
どっち, 2
だろ, 2
行っ, 43
少なく, 5
習っ, 6
勉強, 17
皆, 12
例えば, 21
半分, 2
時間, 58
プログラミング, 5
働, 1
きる, 2
忙しい, 15
テキサス, 51
州, 24
クラス, 7
自分, 62
採用, 1
さ, 44
嬉しい, 52
都会, 2
独学, 1
しょっちゅう, 1
大きい, 22
この, 61
写真, 64
練習, 10
😄, 12
いき, 4
ましょう, 16
ほう, 11
感情, 4
伝え, 4
やすい, 10
広い, 4
大き, 5
🍔🍣😋, 1
車, 41
斜め, 2
止まっ, 3
どうぞ, 17
台, 1
ください, 56
また, 49
ここ, 11
たち, 29
より, 34
長い, 37
目的, 5
道, 7
広げ, 1
食べ物, 29
エ, 1
モジ, 1
お腹, 15
すく, 1
よぅ, 1
だけ, 93
なく, 48
よかっ, 32
1, 63
番, 18
初めて, 38
知り, 19
夜, 21
ハンバーガー, 10
🍔🍔🍔, 1
ジョーク, 4
２, 12
刺身, 1
本場, 1
アメリカン, 4
くらい, 32
😂😂😂, 3
無理やり, 1
いれ, 2
夜中, 2
いま, 6
夕方, 2
4, 13
🌆, 2
サーモン, 2
美味しい, 26
素晴らしい, 35
😂😂, 4
ねむい, 5
😪, 5
終わっ, 14
焼き肉, 3
がる, 3
😭, 6
おもしろい, 16
人生, 28
疲れ, 10
様, 19
焼肉, 5
たべ, 1
🍰, 4
😪😊, 1
次, 13
トリップ, 13
ファミリー, 1
マート, 1
ホーム, 1
ページ, 1
へ, 20
和, 7
狐, 2
ぬいぐるみ, 4
名前, 101
机, 2
どら焼き, 2
わらび餅, 1
あんこ, 4
食べれ, 1
つけ, 8
💕, 5
村, 5
ハム, 1
バーガー, 6
うわあ, 1
もち, 2
😋, 9
風味, 2
ちゃん, 35
盗む, 1
肯んずる, 1
漫画, 19
肉, 6
🍖, 1
餅, 6
甘い, 11
うーん, 9
以外, 9
なんて, 12
言え, 3
伝わる, 2
優しい, 21
人気, 4
好物, 1
おっきい, 1
右上, 1
スープ, 1
おっ, 5
パン, 13
フワフワ, 2
つけダレ, 1
バービー, 1
キュ, 1
ソース, 9
ドラえもん, 12
いう, 83
アニメ, 61
🥰, 13
カレー, 4
チャド, 1
アン, 9
マン, 8
幼年, 1
時代, 3
どら, 1
のみ, 2
村里, 1
朝, 13
大好き, 24
🥳😻, 1
種類, 9
沢山, 5
焼い, 2
ところ, 22
面白い, 63
減っ, 4
夜更かし, 2
夜更し, 1
映画, 115
空く, 6
香り, 4
２０, 6
とにかく, 4
見る, 35
起き, 14
夢, 21
出, 40
焼き立て, 2
いっぱい, 7
🤤, 1
たしか, 39
おはよう, 4
興味, 10
いっ, 11
どっさり, 1
ひとまず, 1
思い描く, 1
🍞😋, 1
将来, 7
ジャニーズ, 2
男性, 3
アイドル, 7
グループ, 7
事務, 1
所, 6
幸せ, 10
ゴキブリ, 5
美味し, 12
暇, 3
分から, 54
もちろん, 25
来, 25
(^, 2
-, 11
^)〉, 1
歌手, 3
🎤, 2
元気, 19
もらえ, 9
恐ろしい, 1
😰, 9
イイ, 10
あいにく, 10
毎週, 5
会える, 2
嬉しかっ, 4
多い, 29
↑, 28
ひと, 10
🤢, 1
ブロンド, 11
飲む, 4
逃げ出し, 1
しまう, 11
色, 26
メロン, 3
ソーダ, 4
🍈, 1
😟, 4
泊まっ, 1
ええ, 2
何しろ, 4
分け合っ, 3
泊まる, 2
😙, 8
目, 47
重, 14
羨ましい, 3
😢🥺, 1
俳優, 7
寮, 3
責任, 4
来る, 9
週間, 11
滞在, 3
通っ, 1
る, 31
🎶, 4
そんな, 15
大変, 28
😲, 1
仲間, 5
男, 7
いろいろ, 4
聴い, 12
earth, 1
angel, 1
愛唱, 3
Johnny, 3
B, 9
., 199
Goode, 4
歌っ, 6
ジョク, 2
ジョニー, 5
頑張っ, 18
・, 17
ビ, 1
グッド, 1
声, 38
まごまご, 9
質問, 36
全般, 2
間違い, 3
J, 4
POP, 4
なさい, 42
返答, 2
答え, 9
なっ, 80
理解, 15
力, 11
🙇, 16
‍♂, 4
️💦, 1
RADWIMPS, 3
スピッツ, 2
king, 1
&, 8
prince, 1
母, 9
Green, 1
Day, 1
曲, 15
知っ, 25
知ら, 35
Spotify, 1
サカナクション, 3
ミュージック, 2
君, 11
名, 11
担当, 1
新, 10
宝島, 1
実, 22
物語, 19
さあ, 2
ミ, 1
ツメ, 1
ゲス, 2
極み, 2
乙女, 2
山下, 1
達郎, 1
tofubeats, 1
Snail, 4
', 9
s, 7
House, 4
あまり, 27
苦手, 10
てらっしゃる, 1
はじめて, 2
良い, 72
わたし, 7
くださっ, 3
通常, 6
怖, 5
がら, 3
せ, 16
ばけ, 2
胸, 3
ざわざわ, 2
きっかけ, 1
🌟, 3
MV, 3
こちら, 44
こそ, 7
--, 2
言い換える, 1
落ち着か, 1
ピンク, 4
衣装, 5
ぴったり, 1
寝入っ, 1
極力, 2
努め, 1
プラプラ, 4
どの, 18
オノマトペ, 8
伝える, 1
星, 4
きらきら, 1
太陽, 7
ぎらぎら, 1
へっ, 1
ぺこぺこ, 1
など, 11
学ぶ, 7
覚える, 3
忍耐, 9
たった, 11
鮭, 2
毎月, 4
プレイ, 7
作る, 26
ぎょう, 1
じょ, 2
手伝う, 5
日常, 6
伝わら, 2
描い, 17
上手, 9
すぐ, 14
ちゃい, 8
表現, 15
マメ, 5
最近, 36
ドラマツルギー, 1
秒針, 1
噛む, 1
聴き, 3
アニメーション, 1
mv, 2
読ま, 1
道具, 3
紙, 8
書い, 19
最善, 3
尽くす, 1
好み, 6
応援, 7
📣📣😚, 1
どんどん, 4
ちゃっ, 6
‍♀, 19
ほんと, 3
向い, 1
礼物, 1
６, 3
本, 20
買い, 11
忘れる, 4
😆, 2
けー, 1
新一, 1
ショート, 4
セレクション, 1
短編, 3
集, 1
短く, 3
読み, 10
こんな, 7
じき, 1
読む, 8
冊, 1
川上, 1
弘美, 1
神, 13
薦め, 1
高校, 23
習い, 1
読み取る, 1
世界, 29
観, 13
素敵, 39
うん, 55
どんな, 33
内容, 2
主人, 3
公, 3
くま, 6
ハイキング, 1
でかける, 1
登場, 10
熊, 9
別, 4
生物, 2
小説, 18
離れ, 3
扱え, 1
よい, 2
しれ, 32
しかし, 51
点, 2
引っ掛かり, 1
クマ, 1
でしょう, 11
かかわら, 2
ず, 9
人物, 5
付け, 3
られ, 30
つかみ取っ, 1
魚, 6
固有, 2
名詞, 1
書か, 7
女, 6
どちら, 18
礼儀, 1
正しく, 10
優し, 3
恐い, 1
感じる, 13
散歩, 3
普段, 4
付か, 1
通り過ぎ, 1
もの, 47
向く, 1
疑問, 4
わい, 1
文脈, 2
沿っ, 1
あれこれ, 1
みる, 12
そして, 7
話し合っ, 1
展開, 1
教科, 8
書, 9
載せ, 2
話さ, 2
長く, 6
てきとう, 2
読ん, 15
試みる, 1
LINE, 7
翻訳, 14
直し, 3
まま, 5
変, 16
文章, 7
ちなみ, 1
おぉ, 2
ぉ, 4
なる, 91
願い, 12
長文, 4
送りつけ, 1
訳, 3
相談, 3
のり, 1
へり, 1
だれ, 2
優しく, 6
ケビン, 6
碧眼, 3
blonde, 1
haired, 1
and, 2
blue, 1
eyed, 1
５, 4
混乱, 11
~, 2
ちゃんと, 13
ネット, 5
用語, 1
繋げ, 1
男の子, 15
ロン, 11
一生, 5
懸命, 3
子供, 36
頃, 22
可愛い, 42
スペース, 1
いくら, 1
全て, 1
終わり, 7
壊す, 2
欲しく, 3
意識, 2
込め, 3
由来, 5
想像, 12
亡くなっ, 1
悲しかっ, 1
アイルランド, 1
貴族, 2
Ethan, 3
ヘブライ, 2
ぼ, 1
昼, 5
遺産, 3
盗ん, 2
🤣🤣, 1
えー, 6
アフロ, 1
アジア, 5
族, 4
セム, 1
語派, 1
午, 3
彗喰, 3
暴れ, 2
柳, 1
壊さ, 2
心配, 16
身長, 1
髪の毛, 15
赤色, 2
立派, 4
馬, 4
彗星, 2
絵, 35
浮かぶ, 1
赤髪, 1
茶髪, 5
黒髪, 6
生き, 12
スケッチ, 9
あつ, 1
北, 2
?, 52
入り, 9
引用, 2
共有, 13
なに, 5
生まれつき, 1
焼ける, 4
茶色く, 1
南, 2
髪染め, 2
禁止, 3
みんな, 40
茶色, 10
染め, 11
見飽き, 1
名台詞, 1
食べる, 25
速い, 2
めく, 1
晴れやか, 1
皮膚, 3
白色, 1
外, 7
スライム, 5
符, 1
持っ, 36
おそらく, 7
異なり, 1
なれ, 7
戻っ, 6
しまっ, 16
こんがり, 1
焼け, 1
健康, 2
言い回し, 2
ビッグ, 5
フット, 5
緑, 6
問題, 18
😌😏, 1
伸び, 2
切っ, 3
ちゃう, 7
部, 1
活動, 5
妖怪, 6
近頃, 2
聞か, 22
暑い, 12
🥵, 2
部屋, 3
ずっと, 14
最初, 14
描き, 9
UMA, 3
っけ, 10
ああ, 2
Unidentified, 1
Mysterious, 1
Animal, 1
略, 2
造語, 2
雪, 13
降り, 1
出さ, 1
華氏, 1
82, 1
unidentified, 1
mysterious, 1
animal, 1
聞, 1
かっ, 2
cryptid, 1
／, 1
クリプチッド, 2
降ら, 1
こっち, 2
24, 2
よ〜, 6
🌝, 1
運, 2
😭😭, 2
霊的, 1
化け物, 2
存在, 5
温度, 1
29, 1
😵, 1
飲ん, 17
💧💧, 1
^)>, 1
間, 10
久し, 6
ぶり, 13
使い, 20
湯, 3
チャッド, 1
連絡, 1
取る, 4
使う, 24
Discord, 6
Instagram, 8
機能, 4
スタンプ, 9
カード, 1
近い, 13
不仲, 3
選ん, 9
作ろう, 2
イラスト, 25
呈上, 2
試験, 4
メッセージ, 23
電話, 9
方法, 18
式典, 1
出せる, 1
💪😎, 1
もともと, 1
ビデオ, 20
ため, 51
作ら, 2
戦い, 1
呼ば, 5
！☺, 2
作り, 22
研究, 1
つくし, 1
理由, 11
悪い, 16
コルド, 1
言い訳, 1
✨☺, 4
ねい, 1
あと, 14
さっき, 2
ぐっすり, 2
寝れる, 3
😴, 2
来年, 5
17, 1
寝, 22
期待, 2
コロナ, 24
影響, 6
成人, 3
式, 17
やっぱり, 4
遠い, 6
時差, 3
見せ, 7
られる, 5
全く, 11
開く, 1
10, 12
せっかく, 1
振袖, 2
着る, 18
😢, 19
られれ, 1
オン, 6
ライン, 5
地球, 2
😞, 3
家屋, 1
終え, 1
(, 26
), 29
つく, 3
わ, 1
はーい, 2
飛行, 6
機, 11
旅行, 9
長, 4
あぁ〜, 1
婆, 3
爺, 2
父, 10
満足, 4
🍺, 1
ロゴ, 4
尻, 2
痛く, 3
インターネット, 7
関心, 2
痛い, 13
座っ, 2
トム, 11
ジェリー, 8
着, 33
パソコン, 14
開け, 3
明日, 9
撮り, 6
送り, 4
なー, 4
忘れ, 18
カ, 2
プ, 2
ガウン, 2
Photoshop, 2
Illustrator, 2
きのう, 1
会話, 17
しり, 1
嬉しく, 1
ダウン, 1
キャラ, 7
ピアノ, 4
うまい, 1
illustrator, 2
乗っ, 4
乗り, 3
寝れ, 1
衣服, 2
協力, 2
💪, 6
寝る, 18
常時, 1
蓮華, 2
坐, 1
便利, 17
座し, 1
シュール, 1
描く, 13
明るい, 1
誤り, 2
改める, 1
簡単, 17
インク, 4
台無し, 1
こなせ, 1
上達, 1
しばらく, 3
思い出し, 11
笑っ, 4
Vous, 2
Voilá, 2
電気, 1
👏, 5
上級, 2
酔わ, 2
酒, 21
21, 7
たがる, 3
リンク, 4
字幕, 7
https, 12
/, 47
www, 1
youtube, 2
com, 5
watch, 2
v, 2
=, 6
i, 1
8, 7
tenyWGVs, 1
車酔い, 1
飲め, 4
たばこ, 2
えのき, 8
メープル, 16
前, 31
揺れ, 2
動き, 5
凄い, 4
枚, 5
ぐらい, 1
タバコ, 5
金, 8
貯める, 1
ラムネ, 4
余計, 3
晴れ晴れ, 1
多, 2
すぎ, 9
毎, 2
第, 2
二, 14
12, 2
２８００, 1
精々, 1
週, 7
かかる, 10
代わり, 1
付き, 1
飲み物, 2
集中, 3
あなた, 7
全体, 3
的, 67
味, 22
与える, 3
19, 1
両方, 7
下書き, 1
ほぼ, 1
完了, 1
窓, 1
臭い, 3
同い年, 1
完成, 1
昨日, 7
まだ, 30
途中, 4
風, 5
匂い, 26
でかし, 2
夏, 20
冬, 18
牛乳, 5
石鹸, 8
シナモン, 7
ミント, 8
シネ, 2
安く, 1
わかる, 4
ハッカ, 1
探し, 8
チョコレート, 1
アイス, 15
クリーム, 9
砂糖, 3
おいしい, 6
パッケージ, 3
ぜひ, 5
歯磨き, 2
粉, 1
ペラペラ, 10
落ち着け, 1
買え, 2
設計, 1
含ま, 1
チョコ, 5
最高, 20
食べれる, 1
意見, 3
几帳面, 2
辞書, 18
香水, 1
落ち着き, 1
バースデー, 1
ケーキ, 16
国, 16
書く, 6
忠実, 1
硬い, 2
やら, 4
かくて, 1
豊, 1
キュン, 1
おさる, 1
ジョージ, 1
わかり, 7
そこ, 6
棒, 4
買う, 6
シーン, 10
＝, 13
つき, 1
子, 18
覗い, 1
急, 3
剛性, 1
びっくり, 11
多く, 14
友, 1
宮城, 7
蔵王, 1
キツネ, 9
土産, 1
氷, 1
っぽい, 16
ネバ, 1
り, 3
可愛かっ, 1
レモネード, 1
🍋, 1
あそこ, 1
YouTuber, 4
クリーミー, 1
偲ぶ, 4
モコ, 4
丸まっ, 1
抱っこ, 2
🦊, 2
あったかく, 1
よさ, 1
垂れ目, 1
やすみ, 6
叙事, 2
敬語, 9
セリフ, 2
部分, 13
使用, 4
特定, 2
ジャンル, 1
近代, 1
文学, 2
純, 1
夏目, 8
漱石, 8
太宰, 1
治, 1
作品, 8
いく, 25
児童, 1
向け, 6
絵本, 2
丁寧, 4
進ん, 2
語ら, 1
れる, 23
少ない, 2
後輩, 1
使え, 9
適切, 4
気分, 2
害し, 1
たく, 15
ばかり, 5
🙆, 9
失礼, 1
伝えよう, 1
くい, 1
funk, 2
it, 1
up, 3
←, 1
楽しむ, 3
大切, 30
1970, 1
年代, 6
ディスコ, 1
パーティー, 3
したがっ, 1
コンテキスト, 1
楽しん, 7
楽しく, 13
パーティ, 2
So, 1
come, 1
on, 1
,, 1
party, 2
パッティ, 1
何何, 4
最後, 3
out, 4
正当, 2
たかっ, 11
何々, 2
提案, 5
話す, 41
I, 9
m, 3
down, 1
for, 1
____!」, 1
若者, 8
仰っ, 1
くれる, 19
じい, 8
気安い, 1
使える, 7
ビスケット, 1
クッキー, 8
ばあ, 14
焼き, 6
旦那, 1
グミ, 1
じまっ, 1
鐘, 2
閉じ, 2
宿, 1
煎餅, 1
分け合う, 2
黒糖, 1
OREO, 1
オレオ, 6
よー, 3
久しく, 1
You, 4
replied, 3
their, 4
試し, 2
スーパー, 8
行く, 16
ト, 4
リプ, 4
トリプル, 1
アクセル, 1
旅, 8
trip, 1
図書, 1
館, 11
癒さ, 5
ZUTOMAYO, 1
昨, 2
コラボ, 2
硝子, 1
少年, 6
ま, 5
動画, 8
わかっ, 1
速度, 1
武, 1
武士, 2
16, 3
ノアール, 4
買っ, 7
安かっ, 1
つまり, 2
人々, 17
勇敢, 1
歌う, 4
勇気, 7
たまに, 15
空い, 2
😅😋, 1
若い, 13
泳ぐ, 3
レッスン, 5
受け, 9
ノイル, 2
物覚え, 1
泳げる, 1
進ま, 2
ノワール, 1
酸味, 1
泳ぎ, 2
プール, 4
食べ比べ, 1
みよう, 2
嫌, 9
25, 1
達, 2
海, 52
沖, 2
船, 3
海岸, 1
泳がさ, 1
岸, 5
訪問, 1
泳, 1
運動, 1
砂浜, 1
浅瀬, 2
痩せる, 1
海藻, 1
ゆらゆら, 1
小魚, 1
泳い, 3
深い, 7
真っ黒, 2
足, 2
引っ張ら, 1
浅い, 3
海洋, 2
向こう, 1
暗い, 3
生き物, 1
美しい, 5
波, 1
明かり, 1
水族, 5
楽, 5
水生, 1
小さな, 4
指さし, 1
母親, 2
宇宙, 7
見える, 11
🌌, 3
うみ, 3
もり, 2
くらげ, 8
穏やか, 1
乗せ, 1
もらっ, 5
クラゲ, 5
静, 1
かぁ, 4
無, 4
抵抗, 2
流さ, 1
落花, 1
流水, 1
おくる, 1
当てはまっ, 1
漁船, 2
🚤, 1
同意, 5
ペット, 3
有する, 1
雰囲気, 9
優雅, 1
かんじ, 3
飼う, 1
飼っ, 2
スナフキン, 8
食わ, 1
せる, 6
個, 1
信じよう, 5
信じ, 15
まい, 5
Google, 16
探す, 8
漁師, 1
プランクトン, 1
詳しく, 4
😣, 7
ムーミン, 5
出る, 1
フランク, 1
トン, 1
知名, 2
高い, 31
ぃ, 10
😳😳😳😩, 1
フィンランド, 5
🇫🇮, 1
